"X","Y","Z"
1757550,5917230,0
1757560,5917230,0
1757570,5917230,0
1757580,5917230,0
1757590,5917230,0
1756990,5917240,0
1757000,5917240,0
1757010,5917240,0
1757020,5917240,0
1757030,5917240,0
1757040,5917240,0
1757050,5917240,0
1757060,5917240,0
1757070,5917240,0
1757080,5917240,0
1757090,5917240,0
1757100,5917240,0
1757110,5917240,0
1757120,5917240,0
1757130,5917240,0
1757140,5917240,0
1757150,5917240,0
1757160,5917240,0
1757170,5917240,0
1757180,5917240,0
1757190,5917240,0
1757200,5917240,0
1757210,5917240,0
1757220,5917240,0
1757230,5917240,0
1757240,5917240,0
1757250,5917240,0
1757260,5917240,0
1757270,5917240,0
1757280,5917240,0
1757290,5917240,0
1757300,5917240,0
1757310,5917240,0
1757320,5917240,0
1757330,5917240,0
1757340,5917240,0
1757350,5917240,0
1757360,5917240,0
1757370,5917240,0
1757380,5917240,0
1757390,5917240,0
1757400,5917240,0
1757410,5917240,0
1757420,5917240,0
1757430,5917240,0
1757440,5917240,0
1757450,5917240,0
1757460,5917240,0
1757470,5917240,0
1757480,5917240,0
1757490,5917240,0
1757500,5917240,0
1757510,5917240,0
1757520,5917240,0
1757530,5917240,0
1757540,5917240,0
1757550,5917240,0
1757560,5917240,0
1757570,5917240,0
1757580,5917240,0
1757590,5917240,0
1756990,5917250,0
1757000,5917250,0
1757010,5917250,0
1757020,5917250,0
1757030,5917250,0
1757040,5917250,0
1757050,5917250,0
1757060,5917250,0
1757070,5917250,0
1757080,5917250,0
1757090,5917250,0
1757100,5917250,0
1757110,5917250,0
1757120,5917250,0
1757130,5917250,0
1757140,5917250,0
1757150,5917250,0
1757160,5917250,0
1757170,5917250,0
1757180,5917250,0
1757190,5917250,0
1757200,5917250,0
1757210,5917250,0
1757220,5917250,0
1757230,5917250,0
1757240,5917250,0
1757250,5917250,0
1757260,5917250,0
1757270,5917250,0
1757280,5917250,0
1757290,5917250,0
1757300,5917250,0
1757310,5917250,0
1757320,5917250,0
1757330,5917250,0
1757340,5917250,0
1757350,5917250,0
1757360,5917250,0
1757370,5917250,0
1757380,5917250,0
1757390,5917250,0
1757400,5917250,0
1757410,5917250,0
1757420,5917250,0
1757430,5917250,0
1757440,5917250,0
1757450,5917250,0
1757460,5917250,0
1757470,5917250,0
1757480,5917250,0
1757490,5917250,0
1757500,5917250,0
1757510,5917250,0
1757520,5917250,0
1757530,5917250,0
1757540,5917250,0
1757550,5917250,0
1757560,5917250,0
1757570,5917250,0
1757580,5917250,0
1757590,5917250,0
1756990,5917260,0
1757000,5917260,0
1757010,5917260,0
1757020,5917260,0
1757030,5917260,0
1757040,5917260,0
1757050,5917260,0
1757060,5917260,0
1757070,5917260,0
1757080,5917260,0
1757090,5917260,0
1757100,5917260,0
1757110,5917260,0
1757120,5917260,0
1757130,5917260,0
1757140,5917260,0
1757150,5917260,0
1757160,5917260,0
1757170,5917260,0
1757180,5917260,0
1757190,5917260,0
1757200,5917260,0
1757210,5917260,0
1757220,5917260,0
1757230,5917260,0
1757240,5917260,0
1757250,5917260,0
1757260,5917260,0
1757270,5917260,0
1757280,5917260,0
1757290,5917260,0
1757300,5917260,0
1757310,5917260,0
1757320,5917260,0
1757330,5917260,0
1757340,5917260,0
1757350,5917260,0
1757360,5917260,0
1757370,5917260,0
1757380,5917260,0
1757390,5917260,0
1757400,5917260,0
1757410,5917260,0
1757420,5917260,0
1757430,5917260,0
1757440,5917260,0
1757450,5917260,0
1757460,5917260,0
1757470,5917260,0
1757480,5917260,0
1757490,5917260,0
1757500,5917260,0
1757510,5917260,0
1757520,5917260,0
1757530,5917260,0
1757540,5917260,0
1757550,5917260,0
1757560,5917260,0
1757570,5917260,0
1757580,5917260,0
1757590,5917260,0
1756990,5917270,0
1757000,5917270,0
1757010,5917270,0
1757020,5917270,0
1757030,5917270,0
1757040,5917270,0
1757050,5917270,0
1757060,5917270,0
1757070,5917270,0
1757080,5917270,0
1757090,5917270,0
1757100,5917270,0
1757110,5917270,0
1757120,5917270,0
1757130,5917270,0
1757140,5917270,0
1757150,5917270,0
1757160,5917270,0
1757170,5917270,0
1757180,5917270,0
1757190,5917270,0
1757200,5917270,0
1757210,5917270,0
1757220,5917270,0
1757230,5917270,0
1757240,5917270,0
1757250,5917270,0
1757260,5917270,0
1757270,5917270,0
1757280,5917270,0
1757290,5917270,0
1757300,5917270,0
1757310,5917270,0
1757320,5917270,0
1757330,5917270,0
1757340,5917270,0
1757350,5917270,0
1757360,5917270,0
1757370,5917270,0
1757380,5917270,0
1757390,5917270,0
1757400,5917270,0
1757410,5917270,0
1757420,5917270,0
1757430,5917270,0
1757440,5917270,0
1757450,5917270,0
1757460,5917270,0
1757470,5917270,0
1757480,5917270,0
1757490,5917270,0
1757500,5917270,0
1757510,5917270,0
1757520,5917270,0
1757530,5917270,0
1757540,5917270,0
1757550,5917270,0
1757560,5917270,0
1757570,5917270,0
1757580,5917270,0
1757590,5917270,0
1756990,5917280,0
1757000,5917280,0
1757010,5917280,0
1757020,5917280,0
1757030,5917280,0
1757040,5917280,0
1757050,5917280,0
1757060,5917280,0
1757070,5917280,0
1757080,5917280,0
1757090,5917280,0
1757100,5917280,0
1757110,5917280,0
1757120,5917280,0
1757130,5917280,0
1757140,5917280,0
1757150,5917280,0
1757160,5917280,0
1757170,5917280,0
1757180,5917280,0
1757190,5917280,0
1757200,5917280,0
1757210,5917280,0
1757220,5917280,0
1757230,5917280,0
1757240,5917280,0
1757250,5917280,0
1757260,5917280,0
1757270,5917280,0
1757280,5917280,0
1757290,5917280,0
1757300,5917280,0
1757310,5917280,0
1757320,5917280,0
1757330,5917280,0
1757340,5917280,0
1757350,5917280,0
1757360,5917280,0
1757370,5917280,0
1757380,5917280,0
1757390,5917280,0
1757400,5917280,0
1757410,5917280,0
1757420,5917280,0
1757430,5917280,0
1757440,5917280,0
1757450,5917280,0
1757460,5917280,0
1757470,5917280,0
1757480,5917280,0
1757490,5917280,0
1757500,5917280,0
1757510,5917280,0
1757520,5917280,0
1757530,5917280,0
1757540,5917280,0
1757550,5917280,0
1757560,5917280,0
1757570,5917280,0
1757580,5917280,0
1757590,5917280,0
1756990,5917290,0
1757000,5917290,0
1757010,5917290,0
1757020,5917290,0
1757030,5917290,0
1757040,5917290,0
1757050,5917290,0
1757060,5917290,0
1757070,5917290,0
1757080,5917290,0
1757090,5917290,0
1757100,5917290,0
1757110,5917290,0
1757120,5917290,0
1757130,5917290,0
1757140,5917290,0
1757150,5917290,0
1757160,5917290,0
1757170,5917290,0
1757180,5917290,0
1757190,5917290,0
1757200,5917290,0
1757210,5917290,0
1757220,5917290,0
1757230,5917290,0
1757240,5917290,0
1757250,5917290,0
1757260,5917290,0
1757270,5917290,0
1757280,5917290,0
1757290,5917290,0
1757300,5917290,0
1757310,5917290,0
1757320,5917290,0
1757330,5917290,0
1757340,5917290,0
1757350,5917290,0
1757360,5917290,0
1757370,5917290,0
1757380,5917290,0
1757390,5917290,0
1757400,5917290,0
1757410,5917290,0
1757420,5917290,0
1757430,5917290,0
1757440,5917290,0
1757450,5917290,0
1757460,5917290,0
1757470,5917290,0
1757480,5917290,0
1757490,5917290,0
1757500,5917290,0
1757510,5917290,0
1757520,5917290,0
1757530,5917290,0
1757540,5917290,0
1757550,5917290,0
1757560,5917290,0
1757570,5917290,0
1757580,5917290,0
1757590,5917290,0
1756990,5917300,0
1757000,5917300,0
1757010,5917300,0
1757020,5917300,0
1757030,5917300,0
1757040,5917300,0
1757050,5917300,0
1757060,5917300,0
1757070,5917300,0
1757080,5917300,0
1757090,5917300,0
1757100,5917300,0
1757110,5917300,0
1757120,5917300,0
1757130,5917300,0
1757140,5917300,0
1757150,5917300,0
1757160,5917300,0
1757170,5917300,0
1757180,5917300,0
1757190,5917300,0
1757200,5917300,0
1757210,5917300,0
1757220,5917300,0
1757230,5917300,0
1757240,5917300,0
1757250,5917300,0
1757260,5917300,0
1757270,5917300,0
1757280,5917300,0
1757290,5917300,0
1757300,5917300,0
1757310,5917300,0
1757320,5917300,0
1757330,5917300,0
1757340,5917300,0
1757350,5917300,0
1757360,5917300,0
1757370,5917300,0
1757380,5917300,0
1757390,5917300,0
1757400,5917300,0
1757410,5917300,0
1757420,5917300,0
1757430,5917300,0
1757440,5917300,0
1757450,5917300,0
1757460,5917300,0
1757470,5917300,0
1757480,5917300,0
1757490,5917300,0
1757500,5917300,0
1757510,5917300,0
1757520,5917300,0
1757530,5917300,0
1757540,5917300,0
1757550,5917300,0
1757560,5917300,0
1757570,5917300,0
1757580,5917300,0
1757590,5917300,0
1756990,5917310,0
1757000,5917310,0
1757010,5917310,0
1757020,5917310,0
1757030,5917310,0
1757040,5917310,0
1757050,5917310,0
1757060,5917310,0
1757070,5917310,0
1757080,5917310,0
1757090,5917310,0
1757100,5917310,0
1757110,5917310,0
1757120,5917310,0
1757130,5917310,0
1757140,5917310,0
1757150,5917310,0
1757160,5917310,0
1757170,5917310,0
1757180,5917310,0
1757190,5917310,0
1757200,5917310,0
1757210,5917310,0
1757220,5917310,0
1757230,5917310,0
1757240,5917310,0
1757250,5917310,0
1757260,5917310,0
1757270,5917310,0
1757280,5917310,0
1757290,5917310,0
1757300,5917310,0
1757310,5917310,0
1757320,5917310,0
1757330,5917310,0
1757340,5917310,0
1757350,5917310,0
1757360,5917310,0
1757370,5917310,0
1757380,5917310,0
1757390,5917310,0
1757400,5917310,0
1757410,5917310,0
1757420,5917310,0
1757430,5917310,0
1757440,5917310,0
1757450,5917310,0
1757460,5917310,0
1757470,5917310,0
1757480,5917310,0
1757490,5917310,0
1757500,5917310,0
1757510,5917310,0
1757520,5917310,0
1757530,5917310,0
1757540,5917310,0
1757550,5917310,0
1757560,5917310,0
1757570,5917310,0
1757580,5917310,0
1757590,5917310,0
1756990,5917320,0
1757000,5917320,0
1757010,5917320,0
1757020,5917320,0
1757030,5917320,0
1757040,5917320,0
1757050,5917320,0
1757060,5917320,0
1757070,5917320,0
1757080,5917320,0
1757090,5917320,0
1757100,5917320,0
1757110,5917320,0
1757120,5917320,0
1757130,5917320,0
1757140,5917320,0
1757150,5917320,0
1757160,5917320,0
1757170,5917320,0
1757180,5917320,0
1757190,5917320,0
1757200,5917320,0
1757210,5917320,0
1757220,5917320,0
1757230,5917320,0
1757240,5917320,0
1757250,5917320,0
1757260,5917320,0
1757270,5917320,0
1757280,5917320,0
1757290,5917320,0
1757300,5917320,0
1757310,5917320,0
1757320,5917320,0
1757330,5917320,0
1757340,5917320,0
1757350,5917320,0
1757360,5917320,0
1757370,5917320,0
1757380,5917320,0
1757390,5917320,0
1757400,5917320,0
1757410,5917320,0
1757420,5917320,0
1757430,5917320,0
1757440,5917320,0
1757450,5917320,0
1757460,5917320,0
1757470,5917320,0
1757480,5917320,0
1757490,5917320,0
1757500,5917320,0
1757510,5917320,0
1757520,5917320,0
1757530,5917320,0
1757540,5917320,0
1757550,5917320,0
1757560,5917320,0
1757570,5917320,0
1757580,5917320,0
1757590,5917320,0
1756990,5917330,0
1757000,5917330,0
1757010,5917330,0
1757020,5917330,0
1757030,5917330,0
1757040,5917330,0
1757050,5917330,0
1757060,5917330,0
1757070,5917330,0
1757080,5917330,0
1757090,5917330,0
1757100,5917330,0
1757110,5917330,0
1757120,5917330,0
1757130,5917330,0
1757140,5917330,0
1757150,5917330,0
1757160,5917330,0
1757170,5917330,0
1757180,5917330,0
1757190,5917330,0
1757200,5917330,0
1757210,5917330,0
1757220,5917330,0
1757230,5917330,0
1757240,5917330,0
1757250,5917330,0
1757260,5917330,0
1757270,5917330,0
1757280,5917330,0
1757290,5917330,0
1757300,5917330,0
1757310,5917330,0
1757320,5917330,0
1757330,5917330,0
1757340,5917330,0
1757350,5917330,0
1757360,5917330,0
1757370,5917330,0
1757380,5917330,0
1757390,5917330,0
1757400,5917330,0
1757410,5917330,0
1757420,5917330,0
1757430,5917330,0
1757440,5917330,0
1757450,5917330,0
1757460,5917330,0
1757470,5917330,0
1757480,5917330,0
1757490,5917330,0
1757500,5917330,0
1757510,5917330,0
1757520,5917330,0
1757530,5917330,0
1757540,5917330,0
1757550,5917330,0
1757560,5917330,0
1757570,5917330,0
1757580,5917330,0
1757590,5917330,0
1756990,5917340,0
1757000,5917340,0
1757010,5917340,0
1757020,5917340,0
1757030,5917340,0
1757040,5917340,0
1757050,5917340,0
1757060,5917340,0
1757070,5917340,0
1757080,5917340,0
1757090,5917340,0
1757100,5917340,0
1757110,5917340,0
1757120,5917340,0
1757130,5917340,0
1757140,5917340,0
1757150,5917340,0
1757160,5917340,0
1757170,5917340,0
1757180,5917340,0
1757190,5917340,0
1757200,5917340,0
1757210,5917340,0
1757220,5917340,0
1757230,5917340,0
1757240,5917340,0
1757250,5917340,0
1757260,5917340,0
1757270,5917340,0
1757280,5917340,0
1757290,5917340,0
1757300,5917340,0
1757310,5917340,0
1757320,5917340,0
1757330,5917340,0
1757340,5917340,0
1757350,5917340,0
1757360,5917340,0
1757370,5917340,0
1757380,5917340,0
1757390,5917340,0
1757400,5917340,0
1757410,5917340,0
1757420,5917340,0
1757430,5917340,0
1757440,5917340,0
1757450,5917340,0
1757460,5917340,0
1757470,5917340,0
1757480,5917340,0
1757490,5917340,0
1757500,5917340,0
1757510,5917340,0
1757520,5917340,0
1757530,5917340,0
1757540,5917340,0
1757550,5917340,0
1757560,5917340,0
1757570,5917340,0
1757580,5917340,0
1757590,5917340,0
1756990,5917350,0
1757000,5917350,0
1757010,5917350,0
1757020,5917350,0
1757030,5917350,0
1757040,5917350,0
1757050,5917350,0
1757060,5917350,0
1757070,5917350,0
1757080,5917350,0
1757090,5917350,0
1757100,5917350,0
1757110,5917350,0
1757120,5917350,0
1757130,5917350,0
1757140,5917350,0
1757150,5917350,0
1757160,5917350,0
1757170,5917350,0
1757180,5917350,0
1757190,5917350,0
1757200,5917350,0
1757210,5917350,0
1757220,5917350,0
1757230,5917350,0
1757240,5917350,0
1757250,5917350,0
1757260,5917350,0
1757270,5917350,0
1757280,5917350,0
1757290,5917350,0
1757300,5917350,0
1757310,5917350,0
1757320,5917350,0
1757330,5917350,0
1757340,5917350,0
1757350,5917350,0
1757360,5917350,0
1757370,5917350,0
1757380,5917350,0
1757390,5917350,0
1757400,5917350,0
1757410,5917350,0
1757420,5917350,0
1757430,5917350,0
1757440,5917350,0
1757450,5917350,0
1757460,5917350,0
1757470,5917350,0
1757480,5917350,0
1757490,5917350,0
1757500,5917350,0
1757510,5917350,0
1757520,5917350,0
1757530,5917350,0
1757540,5917350,0
1757550,5917350,0
1757560,5917350,0
1757570,5917350,0
1757580,5917350,0
1757590,5917350,0
1756990,5917360,0
1757000,5917360,0
1757010,5917360,0
1757020,5917360,0
1757030,5917360,0
1757040,5917360,0
1757050,5917360,0
1757060,5917360,0
1757070,5917360,0
1757080,5917360,0
1757090,5917360,0
1757100,5917360,0
1757110,5917360,0
1757120,5917360,0
1757130,5917360,0
1757140,5917360,0
1757150,5917360,0
1757160,5917360,0
1757170,5917360,0
1757180,5917360,0
1757190,5917360,0
1757200,5917360,0
1757210,5917360,0
1757220,5917360,0
1757230,5917360,0
1757240,5917360,0
1757250,5917360,0
1757260,5917360,0
1757270,5917360,0
1757280,5917360,0
1757290,5917360,0
1757300,5917360,0
1757310,5917360,0
1757320,5917360,0
1757330,5917360,0
1757340,5917360,0
1757350,5917360,0
1757360,5917360,0
1757370,5917360,0
1757380,5917360,0
1757390,5917360,0
1757400,5917360,0
1757410,5917360,0
1757420,5917360,0
1757430,5917360,0
1757440,5917360,0
1757450,5917360,0
1757460,5917360,0
1757470,5917360,0
1757480,5917360,0
1757490,5917360,0
1757500,5917360,0
1757510,5917360,0
1757520,5917360,0
1757530,5917360,0
1757540,5917360,0
1757550,5917360,0
1757560,5917360,0
1757570,5917360,0
1757580,5917360,0
1757590,5917360,0
1756990,5917370,0
1757000,5917370,0
1757010,5917370,0
1757020,5917370,0
1757030,5917370,0
1757040,5917370,0
1757050,5917370,0
1757060,5917370,0
1757070,5917370,0
1757080,5917370,0
1757090,5917370,0
1757100,5917370,0
1757110,5917370,0
1757120,5917370,0
1757130,5917370,0
1757140,5917370,0
1757150,5917370,0
1757160,5917370,0
1757170,5917370,0
1757180,5917370,0
1757190,5917370,0
1757200,5917370,0
1757210,5917370,0
1757220,5917370,0
1757230,5917370,0
1757240,5917370,0
1757250,5917370,0
1757260,5917370,0
1757270,5917370,0
1757280,5917370,0
1757290,5917370,0
1757300,5917370,0
1757310,5917370,0
1757320,5917370,0
1757330,5917370,0
1757340,5917370,0
1757350,5917370,0
1757360,5917370,0
1757370,5917370,0
1757380,5917370,0
1757390,5917370,0
1757400,5917370,0
1757410,5917370,0
1757420,5917370,0
1757430,5917370,0
1757440,5917370,0
1757450,5917370,0
1757460,5917370,0
1757470,5917370,0
1757480,5917370,0
1757490,5917370,0
1757500,5917370,0
1757510,5917370,0
1757520,5917370,0
1757530,5917370,0
1757540,5917370,0
1757550,5917370,0
1757560,5917370,0
1757570,5917370,0
1757580,5917370,0
1757590,5917370,0
1756990,5917380,0
1757000,5917380,0
1757010,5917380,0
1757020,5917380,0
1757030,5917380,0
1757040,5917380,0
1757050,5917380,0
1757060,5917380,0
1757070,5917380,0
1757080,5917380,0
1757090,5917380,0
1757100,5917380,0
1757110,5917380,0
1757120,5917380,0
1757130,5917380,0
1757140,5917380,0
1757150,5917380,0
1757160,5917380,0
1757170,5917380,0
1757180,5917380,0
1757190,5917380,0
1757200,5917380,0
1757210,5917380,0
1757220,5917380,0
1757230,5917380,0
1757240,5917380,0
1757250,5917380,0
1757260,5917380,0
1757270,5917380,0
1757280,5917380,0
1757290,5917380,0
1757300,5917380,0
1757310,5917380,0
1757320,5917380,0
1757330,5917380,0
1757340,5917380,0
1757350,5917380,0
1757360,5917380,0
1757370,5917380,0
1757380,5917380,0
1757390,5917380,0
1757400,5917380,0
1757410,5917380,0
1757420,5917380,0
1757430,5917380,0
1757440,5917380,0
1757450,5917380,0
1757460,5917380,0
1757470,5917380,0
1757480,5917380,0
1757490,5917380,0
1757500,5917380,0
1757510,5917380,0
1757520,5917380,0
1757530,5917380,0
1757540,5917380,0
1757550,5917380,0
1757560,5917380,0
1757570,5917380,0
1757580,5917380,0
1757590,5917380,0
1756990,5917390,0
1757000,5917390,0
1757010,5917390,0
1757020,5917390,0
1757030,5917390,0
1757040,5917390,0
1757050,5917390,0
1757060,5917390,0
1757070,5917390,0
1757080,5917390,0
1757090,5917390,0
1757100,5917390,0
1757110,5917390,0
1757120,5917390,0
1757130,5917390,0
1757140,5917390,0
1757150,5917390,0
1757160,5917390,0
1757170,5917390,0
1757180,5917390,0
1757190,5917390,0
1757200,5917390,0
1757210,5917390,0
1757220,5917390,0
1757230,5917390,0
1757240,5917390,0
1757250,5917390,0
1757260,5917390,0
1757270,5917390,0
1757280,5917390,0
1757290,5917390,0
1757300,5917390,0
1757310,5917390,0
1757320,5917390,0
1757330,5917390,0
1757340,5917390,0
1757350,5917390,0
1757360,5917390,0
1757370,5917390,0
1757380,5917390,0
1757390,5917390,0
1757400,5917390,0
1757410,5917390,0
1757420,5917390,0
1757430,5917390,0
1757440,5917390,0
1757450,5917390,0
1757460,5917390,0
1757470,5917390,0
1757480,5917390,0
1757490,5917390,0
1757500,5917390,0
1757510,5917390,0
1757520,5917390,0
1757530,5917390,0
1757540,5917390,0
1757550,5917390,0
1757560,5917390,0
1757570,5917390,0
1757580,5917390,0
1757590,5917390,0
1756990,5917400,0
1757000,5917400,0
1757010,5917400,0
1757020,5917400,0
1757030,5917400,0
1757040,5917400,0
1757050,5917400,0
1757060,5917400,0
1757070,5917400,0
1757080,5917400,0
1757090,5917400,0
1757100,5917400,0
1757110,5917400,0
1757120,5917400,0
1757130,5917400,0
1757140,5917400,0
1757150,5917400,0
1757160,5917400,0
1757170,5917400,0
1757180,5917400,0
1757190,5917400,0
1757200,5917400,0
1757210,5917400,0
1757220,5917400,0
1757230,5917400,0
1757240,5917400,0
1757250,5917400,0
1757260,5917400,0
1757270,5917400,0
1757280,5917400,0
1757290,5917400,0
1757300,5917400,0
1757310,5917400,0
1757320,5917400,0
1757330,5917400,0
1757340,5917400,0
1757350,5917400,0
1757360,5917400,0
1757370,5917400,0
1757380,5917400,0
1757390,5917400,0
1757400,5917400,0
1757410,5917400,0
1757420,5917400,0
1757430,5917400,0
1757440,5917400,0
1757450,5917400,0
1757460,5917400,0
1757470,5917400,0
1757480,5917400,0
1757490,5917400,0
1757500,5917400,0
1757510,5917400,0
1757520,5917400,0
1757530,5917400,0
1757540,5917400,0
1757550,5917400,0
1757560,5917400,0
1757570,5917400,0
1757580,5917400,0
1757590,5917400,0
1756990,5917410,0
1757000,5917410,0
1757010,5917410,0
1757020,5917410,0
1757030,5917410,0
1757040,5917410,0
1757050,5917410,0
1757060,5917410,0
1757070,5917410,0
1757080,5917410,0
1757090,5917410,0
1757100,5917410,0
1757110,5917410,0
1757120,5917410,0
1757130,5917410,0
1757140,5917410,0
1757150,5917410,0
1757160,5917410,0
1757170,5917410,0
1757180,5917410,0
1757190,5917410,0
1757200,5917410,0
1757210,5917410,0
1757220,5917410,0
1757230,5917410,0
1757240,5917410,0
1757250,5917410,0
1757260,5917410,0
1757270,5917410,0
1757280,5917410,0
1757290,5917410,0
1757300,5917410,0
1757310,5917410,0
1757320,5917410,0
1757330,5917410,0
1757340,5917410,0
1757350,5917410,0
1757360,5917410,0
1757370,5917410,0
1757380,5917410,0
1757390,5917410,0
1757400,5917410,0
1757410,5917410,0
1757420,5917410,0
1757430,5917410,0
1757440,5917410,0
1757450,5917410,0
1757460,5917410,0
1757470,5917410,0
1757480,5917410,0
1757490,5917410,0
1757500,5917410,0
1757510,5917410,0
1757520,5917410,0
1757530,5917410,0
1757540,5917410,0
1757550,5917410,0
1757560,5917410,0
1757570,5917410,0
1757580,5917410,0
1757590,5917410,0
1756990,5917420,0
1757000,5917420,0
1757010,5917420,0
1757020,5917420,0
1757030,5917420,0
1757040,5917420,0
1757050,5917420,0
1757060,5917420,0
1757070,5917420,0
1757080,5917420,0
1757090,5917420,0
1757100,5917420,0
1757110,5917420,0
1757120,5917420,0
1757130,5917420,0
1757140,5917420,0
1757150,5917420,0
1757160,5917420,0
1757170,5917420,0
1757180,5917420,0
1757190,5917420,0
1757200,5917420,0
1757210,5917420,0
1757220,5917420,0
1757230,5917420,0
1757240,5917420,0
1757250,5917420,0
1757260,5917420,0
1757270,5917420,0
1757280,5917420,0
1757290,5917420,0
1757300,5917420,0
1757310,5917420,0
1757320,5917420,0
1757330,5917420,0
1757340,5917420,0
1757350,5917420,0
1757360,5917420,0
1757370,5917420,0
1757380,5917420,0
1757390,5917420,0
1757400,5917420,0
1757410,5917420,0
1757420,5917420,0
1757430,5917420,0
1757440,5917420,0
1757450,5917420,0
1757460,5917420,0
1757470,5917420,0
1757480,5917420,0
1757490,5917420,0
1757500,5917420,0
1757510,5917420,0
1757520,5917420,0
1757530,5917420,0
1757540,5917420,0
1757550,5917420,0
1757560,5917420,0
1757570,5917420,0
1757580,5917420,0
1757590,5917420,0
1756990,5917430,0
1757000,5917430,0
1757010,5917430,0
1757020,5917430,0
1757030,5917430,0
1757040,5917430,0
1757050,5917430,0
1757060,5917430,0
1757070,5917430,0
1757080,5917430,0
1757090,5917430,0
1757100,5917430,0
1757110,5917430,0
1757120,5917430,0
1757130,5917430,0
1757140,5917430,0
1757150,5917430,0
1757160,5917430,0
1757170,5917430,0
1757180,5917430,0
1757190,5917430,0
1757200,5917430,0
1757210,5917430,0
1757220,5917430,0
1757230,5917430,0
1757240,5917430,0
1757250,5917430,0
1757260,5917430,0
1757270,5917430,0
1757280,5917430,0
1757290,5917430,0
1757300,5917430,0
1757310,5917430,0
1757320,5917430,0
1757330,5917430,0
1757340,5917430,0
1757350,5917430,0
1757360,5917430,0
1757370,5917430,0
1757380,5917430,0
1757390,5917430,0
1757400,5917430,0
1757410,5917430,0
1757420,5917430,0
1757430,5917430,0
1757440,5917430,0
1757450,5917430,0
1757460,5917430,0
1757470,5917430,0
1757480,5917430,0
1757490,5917430,0
1757500,5917430,0
1757510,5917430,0
1757520,5917430,0
1757530,5917430,0
1757540,5917430,0
1757550,5917430,0
1757560,5917430,0
1757570,5917430,0
1757580,5917430,0
1757590,5917430,0
1756990,5917440,0
1757000,5917440,0
1757010,5917440,0
1757020,5917440,0
1757030,5917440,0
1757040,5917440,0
1757050,5917440,0
1757060,5917440,0
1757070,5917440,0
1757080,5917440,0
1757090,5917440,0
1757100,5917440,0
1757110,5917440,0
1757120,5917440,0
1757130,5917440,0
1757140,5917440,0
1757150,5917440,0
1757160,5917440,0
1757170,5917440,0
1757180,5917440,0
1757190,5917440,0
1757200,5917440,0
1757210,5917440,0
1757220,5917440,0
1757230,5917440,0
1757240,5917440,0
1757250,5917440,0
1757260,5917440,0
1757270,5917440,0
1757280,5917440,0
1757290,5917440,0
1757300,5917440,0
1757310,5917440,0
1757320,5917440,0
1757330,5917440,0
1757340,5917440,0
1757350,5917440,0
1757360,5917440,0
1757370,5917440,0
1757380,5917440,0
1757390,5917440,0
1757400,5917440,0
1757410,5917440,0
1757420,5917440,0
1757430,5917440,0
1757440,5917440,0
1757450,5917440,0
1757460,5917440,0
1757470,5917440,0
1757480,5917440,0
1757490,5917440,0
1757500,5917440,0
1757510,5917440,0
1757520,5917440,0
1757530,5917440,0
1757540,5917440,0
1757550,5917440,0
1757560,5917440,0
1757570,5917440,0
1757580,5917440,0
1757590,5917440,0
1756990,5917450,0
1757000,5917450,0
1757010,5917450,0
1757020,5917450,0
1757030,5917450,0
1757040,5917450,0
1757050,5917450,0
1757060,5917450,0
1757070,5917450,0
1757080,5917450,0
1757090,5917450,0
1757100,5917450,0
1757110,5917450,0
1757120,5917450,0
1757130,5917450,0
1757140,5917450,0
1757150,5917450,0
1757160,5917450,0
1757170,5917450,0
1757180,5917450,0
1757190,5917450,0
1757200,5917450,0
1757210,5917450,0
1757220,5917450,0
1757230,5917450,0
1757240,5917450,0
1757250,5917450,0
1757260,5917450,0
1757270,5917450,0
1757280,5917450,0
1757290,5917450,0
1757300,5917450,0
1757310,5917450,0
1757320,5917450,0
1757330,5917450,0
1757340,5917450,0
1757350,5917450,0
1757360,5917450,0
1757370,5917450,0
1757380,5917450,0
1757390,5917450,0
1757400,5917450,0
1757410,5917450,0
1757420,5917450,0
1757430,5917450,0
1757440,5917450,0
1757450,5917450,0
1757460,5917450,0
1757470,5917450,0
1757480,5917450,0
1757490,5917450,0
1757500,5917450,0
1757510,5917450,0
1757520,5917450,0
1757530,5917450,0
1757540,5917450,0
1757550,5917450,0
1757560,5917450,0
1757570,5917450,0
1757580,5917450,0
1757590,5917450,0
1756990,5917460,0
1757000,5917460,0
1757010,5917460,0
1757020,5917460,0
1757030,5917460,0
1757040,5917460,0
1757050,5917460,0
1757060,5917460,0
1757070,5917460,0
1757080,5917460,0
1757090,5917460,0
1757100,5917460,0
1757110,5917460,0
1757120,5917460,0
1757130,5917460,0
1757140,5917460,0
1757150,5917460,0
1757160,5917460,0
1757170,5917460,0
1757180,5917460,0
1757190,5917460,0
1757200,5917460,0
1757210,5917460,0
1757220,5917460,0
1757230,5917460,0
1757240,5917460,0
1757250,5917460,0
1757260,5917460,0
1757270,5917460,0
1757280,5917460,0
1757290,5917460,0
1757300,5917460,0
1757310,5917460,0
1757320,5917460,0
1757330,5917460,0
1757340,5917460,0
1757350,5917460,0
1757360,5917460,0
1757370,5917460,0
1757380,5917460,0
1757390,5917460,0
1757400,5917460,0
1757410,5917460,0
1757420,5917460,0
1757430,5917460,0
1757440,5917460,0
1757450,5917460,0
1757460,5917460,0
1757470,5917460,0
1757480,5917460,0
1757490,5917460,0
1757500,5917460,0
